column,inferred_dtype
103180-3.0,Int64
103180-4.0,Int64
103190-0.0,Int64
103190-1.0,Int64
103190-2.0,Int64
103190-3.0,Int64
103190-4.0,Int64
103200-0.0,Int64
103200-1.0,Int64
103200-2.0,Int64
103200-3.0,Int64
103200-4.0,Int64
103210-0.0,Int64
103210-1.0,Int64
103210-2.0,Int64
103210-3.0,Int64
103210-4.0,Int64
103220-0.0,Int64
103220-1.0,Int64
103220-2.0,Int64
103220-3.0,Int64
103220-4.0,Int64
103230-0.0,Int64
103230-1.0,Int64
103230-2.0,Int64
103230-3.0,Int64
103230-4.0,Int64
103250-0.0,Int64
103250-1.0,Int64
103250-2.0,Int64
103250-3.0,Int64
103250-4.0,Int64
103260-0.0,Int64
103260-1.0,Int64
103260-2.0,Int64
103260-3.0,Int64
103260-4.0,Int64
103270-0.0,Int64
103270-1.0,Int64
103270-2.0,Int64
103270-3.0,Int64
103270-4.0,Int64
103280-0.0,Int64
103280-1.0,Int64
103280-2.0,Int64
103280-3.0,Int64
103280-4.0,Int64
103290-0.0,Int64
103290-1.0,Int64
103290-2.0,Int64
103290-3.0,Int64
103290-4.0,Int64
103310-0.0,Int64
103310-1.0,Int64
103310-2.0,Int64
103310-3.0,Int64
103310-4.0,Int64
103980-0.0,Int64
103980-1.0,Int64
103980-2.0,Int64
103980-3.0,Int64
103980-4.0,Int64
103990-0.0,Int64
103990-1.0,Int64
103990-2.0,Int64
103990-3.0,Int64
103990-4.0,Int64
104000-0.0,Int64
104000-1.0,Int64
104000-2.0,Int64
104000-3.0,Int64
104000-4.0,Int64
104010-0.0,Int64
104010-1.0,Int64
104010-2.0,Int64
104010-3.0,Int64
104010-4.0,Int64
104020-0.0,Int64
104020-1.0,Int64
104020-2.0,Int64
104020-3.0,Int64
104020-4.0,Int64
104030-0.0,Int64
104030-1.0,Int64
104030-2.0,Int64
104030-3.0,Int64
104030-4.0,Int64
104040-0.0,Int64
104040-1.0,Int64
104040-2.0,Int64
104040-3.0,Int64
104040-4.0,Int64
104050-0.0,Int64
104050-1.0,Int64
104050-2.0,Int64
104050-3.0,Int64
104050-4.0,Int64
104060-0.0,Int64
104060-1.0,Int64
104060-2.0,Int64
104060-3.0,Int64
104060-4.0,Int64
104070-0.0,Int64
104070-1.0,Int64
104070-2.0,Int64
104070-3.0,Int64
104070-4.0,Int64
104080-0.0,Int64
104080-1.0,Int64
104080-2.0,Int64
104080-3.0,Int64
104080-4.0,Int64
104090-0.0,Int64
104090-1.0,Int64
104090-2.0,Int64
104090-3.0,Int64
104090-4.0,Int64
104100-0.0,Int64
104100-1.0,Int64
104100-2.0,Int64
104100-3.0,Int64
104100-4.0,Int64
104110-0.0,Int64
104110-1.0,Int64
104110-2.0,Int64
104110-3.0,Int64
104110-4.0,Int64
104120-0.0,Int64
104120-1.0,Int64
104120-2.0,Int64
104120-3.0,Int64
104120-4.0,Int64
104130-0.0,Int64
104130-1.0,Int64
104130-2.0,Int64
104130-3.0,Int64
104130-4.0,Int64
104140-0.0,Int64
104140-1.0,Int64
104140-2.0,Int64
104140-3.0,Int64
104140-4.0,Int64
104150-0.0,Int64
104150-1.0,Int64
104150-2.0,Int64
104150-3.0,Int64
104150-4.0,Int64
104160-0.0,Int64
104160-1.0,Int64
104160-2.0,Int64
104160-3.0,Int64
104160-4.0,Int64
104170-0.0,Int64
104170-1.0,Int64
104170-2.0,Int64
104170-3.0,Int64
104170-4.0,Int64
104180-0.0,Int64
104180-1.0,Int64
104180-2.0,Int64
104180-3.0,Int64
104180-4.0,Int64
104190-0.0,Int64
104190-1.0,Int64
104190-2.0,Int64
104190-3.0,Int64
104190-4.0,Int64
104200-0.0,Int64
104200-1.0,Int64
104200-2.0,Int64
104200-3.0,Int64
104200-4.0,Int64
104210-0.0,Int64
104210-1.0,Int64
104210-2.0,Int64
104210-3.0,Int64
104210-4.0,Int64
104220-0.0,Int64
104220-1.0,Int64
104220-2.0,Int64
104220-3.0,Int64
104220-4.0,Int64
104230-0.0,Int64
104230-1.0,Int64
104230-2.0,Int64
104230-3.0,Int64
104230-4.0,Int64
104240-0.0,Int64
104240-1.0,Int64
104240-2.0,Int64
104240-3.0,Int64
104240-4.0,Int64
104250-0.0,Int64
104250-1.0,Int64
104250-2.0,Int64
104250-3.0,Int64
104250-4.0,Int64
104260-0.0,Int64
104260-1.0,Int64
104260-2.0,Int64
104260-3.0,Int64
104260-4.0,Int64
104270-0.0,Int64
104270-1.0,Int64
104270-2.0,Int64
104270-3.0,Int64
104270-4.0,Int64
104280-0.0,Int64
104280-1.0,Int64
104280-2.0,Int64
104280-3.0,Int64
104280-4.0,Int64
104290-0.0,Int64
104290-1.0,Int64
104290-2.0,Int64
104290-3.0,Int64
104290-4.0,Int64
104300-0.0,Int64
104300-1.0,Int64
104300-2.0,Int64
104300-3.0,Int64
104300-4.0,Int64
104310-0.0,Int64
104310-1.0,Int64
104310-2.0,Int64
104310-3.0,Int64
104310-4.0,Int64
104320-0.0,Int64
104320-1.0,Int64
104320-2.0,Int64
104320-3.0,Int64
104320-4.0,Int64
104330-0.0,Int64
104330-1.0,Int64
104330-2.0,Int64
104330-3.0,Int64
104330-4.0,Int64
104340-0.0,Int64
104340-1.0,Int64
104340-2.0,Int64
104340-3.0,Int64
104340-4.0,Int64
104350-0.0,Int64
104350-1.0,Int64
104350-2.0,Int64
104350-3.0,Int64
104350-4.0,Int64
104360-0.0,Int64
104360-1.0,Int64
104360-2.0,Int64
104360-3.0,Int64
104360-4.0,Int64
104370-0.0,Int64
104370-1.0,Int64
104370-2.0,Int64
104370-3.0,Int64
104370-4.0,Int64
104380-0.0,Int64
104380-1.0,Int64
104380-2.0,Int64
104380-3.0,Int64
104380-4.0,Int64
104400-0.0,Int64
104400-1.0,Int64
104400-2.0,Int64
104400-3.0,Int64
104400-4.0,Int64
104410-0.0,Int64
104410-1.0,Int64
104410-2.0,Int64
104410-3.0,Int64
104410-4.0,Int64
104420-0.0,Int64
104420-1.0,Int64
104420-2.0,Int64
104420-3.0,Int64
104420-4.0,Int64
104430-0.0,Int64
104430-1.0,Int64
104430-2.0,Int64
104430-3.0,Int64
104430-4.0,Int64
104440-0.0,Int64
104440-1.0,Int64
104440-2.0,Int64
104440-3.0,Int64
104440-4.0,Int64
104450-0.0,Int64
104450-1.0,Int64
104450-2.0,Int64
104450-3.0,Int64
104450-4.0,Int64
104460-0.0,Int64
104460-1.0,Int64
104460-2.0,Int64
104460-3.0,Int64
104460-4.0,Int64
104470-0.0,Int64
104470-1.0,Int64
104470-2.0,Int64
104470-3.0,Int64
104470-4.0,Int64
104480-0.0,Int64
104480-1.0,Int64
104480-2.0,Int64
104480-3.0,Int64
104480-4.0,Int64
104490-0.0,Int64
104490-1.0,Int64
104490-2.0,Int64
104490-3.0,Int64
104490-4.0,Int64
104500-0.0,Int64
104500-1.0,Int64
104500-2.0,Int64
104500-3.0,Int64
104500-4.0,Int64
104510-0.0,Int64
104510-1.0,Int64
104510-2.0,Int64
104510-3.0,Int64
104510-4.0,Int64
104520-0.0,Int64
104520-1.0,Int64
104520-2.0,Int64
104520-3.0,Int64
104520-4.0,Int64
104530-0.0,Int64
104530-1.0,Int64
104530-2.0,Int64
104530-3.0,Int64
104530-4.0,Int64
104540-0.0,Int64
104540-1.0,Int64
104540-2.0,Int64
104540-3.0,Int64
104540-4.0,Int64
104550-0.0,Int64
104550-1.0,Int64
104550-2.0,Int64
104550-3.0,Int64
104550-4.0,Int64
104560-0.0,Int64
104560-1.0,Int64
104560-2.0,Int64
104560-3.0,Int64
104560-4.0,Int64
104570-0.0,Int64
104570-1.0,Int64
104570-2.0,Int64
104570-3.0,Int64
104570-4.0,Int64
104580-0.0,Int64
104580-1.0,Int64
104580-2.0,Int64
104580-3.0,Int64
104580-4.0,Int64
104590-0.0,Int64
104590-1.0,Int64
104590-2.0,Int64
104590-3.0,Int64
104590-4.0,Int64
104660-0.0,Int64
104660-1.0,Int64
104660-2.0,Int64
104660-3.0,Int64
104660-4.0,Int64
104670-0.0,Int64
104670-1.0,Int64
104670-2.0,Int64
104670-3.0,Int64
104670-4.0,Int64
104900-0.0,Int64
104900-1.0,Int64
104900-2.0,Int64
104900-3.0,Int64
104900-4.0,Int64
104910-0.0,Int64
104910-1.0,Int64
104910-2.0,Int64
104910-3.0,Int64
104910-4.0,Int64
104920-0.0,Int64
104920-1.0,Int64
104920-2.0,Int64
104920-3.0,Int64
104920-4.0,Int64
105010-0.0,string
105010-1.0,string
105010-2.0,string
105010-3.0,string
105010-4.0,string
105030-0.0,string
105030-1.0,string
105030-2.0,string
105030-3.0,string
105030-4.0,string
110001-1.0,Int64
110001-2.0,Int64
110001-3.0,Int64
110001-4.0,Int64
110002-1.0,string
110002-2.0,string
110002-3.0,string
110002-4.0,string
110005-0.0,Int64
110006-0.0,string
23160-0.0,string
23161-0.0,string
23162-0.0,string
23163-0.0,string
23164-0.0,string
84-3.0,Int64
84-3.1,Int64
84-3.2,Int64
84-3.3,Int64
84-3.4,Int64
84-3.5,Int64
87-3.0,Int64
87-3.1,Int64
87-3.2,Int64
87-3.3,Int64
87-3.4,Int64
87-3.5,Int64
87-3.6,Int64
87-3.7,Int64
87-3.8,Int64
87-3.9,Int64
87-3.10,Int64
87-3.11,Int64
87-3.12,Int64
87-3.13,Int64
87-3.14,Int64
87-3.15,Int64
87-3.16,Int64
87-3.17,Int64
87-3.18,Int64
87-3.19,Int64
87-3.20,Int64
87-3.21,Int64
87-3.22,Int64
87-3.23,Int64
87-3.24,Int64
87-3.25,Int64
87-3.26,Int64
87-3.27,Int64
87-3.28,Int64
87-3.29,Int64
87-3.30,Int64
87-3.31,Int64
87-3.32,Int64
87-3.33,Int64
92-3.0,Int64
92-3.1,Int64
92-3.2,Int64
92-3.3,Int64
92-3.4,Int64
92-3.5,Int64
92-3.6,Int64
92-3.7,Int64
92-3.8,Int64
92-3.9,Int64
92-3.10,Int64
92-3.11,Int64
92-3.12,Int64
92-3.13,Int64
92-3.14,Int64
92-3.15,Int64
92-3.16,Int64
92-3.17,Int64
92-3.18,Int64
92-3.19,Int64
92-3.20,Int64
92-3.21,Int64
92-3.22,Int64
92-3.23,Int64
92-3.24,Int64
92-3.25,Int64
92-3.26,Int64
92-3.27,Int64
92-3.28,Int64
92-3.29,Int64
92-3.30,Int64
92-3.31,Int64
134-3.0,Int64
135-3.0,Int64
136-3.0,Int64
137-3.0,Int64
190-0.0,Int64
1920-3.0,Int64
1930-3.0,Int64
1940-3.0,Int64
1950-3.0,Int64
1960-3.0,Int64
1970-3.0,Int64
1980-3.0,Int64
1990-3.0,Int64
2000-3.0,Int64
2010-3.0,Int64
2020-3.0,Int64
2030-3.0,Int64
2040-3.0,Int64
2050-3.0,Int64
2060-3.0,Int64
2070-3.0,Int64
2080-3.0,Int64
2090-3.0,Int64
2100-3.0,Int64
2178-3.0,Int64
2188-3.0,Int64
2207-3.0,Int64
2217-3.0,Int64
2227-3.0,Int64
2247-3.0,Int64
2257-3.0,Int64
2296-3.0,Int64
2306-3.0,Int64
2316-3.0,Int64
2335-3.0,Int64
2345-3.0,Int64
2355-3.0,Int64
2365-3.0,Int64
2415-3.0,Int64
2443-3.0,Int64
2453-3.0,Int64
2463-3.0,Int64
2473-3.0,Int64
2492-3.0,Int64
2674-3.0,Int64
2684-3.0,Int64
2694-3.0,Int64
2704-3.0,Int64
2734-3.0,Int64
2744-3.0,Int64
2754-3.0,Int64
2764-3.0,Int64
2774-3.0,Int64
2784-3.0,Int64
2794-3.0,Int64
2804-3.0,Int64
2814-3.0,Int64
2824-3.0,Int64
2834-3.0,Int64
2844-3.0,Int64
2956-3.0,Int64
2966-3.0,Int64
2976-3.0,Int64
3005-3.0,Int64
3079-3.0,Int64
3140-3.0,Int64
3393-3.0,Int64
3404-3.0,Int64
3414-3.0,Int64
3536-3.0,Int64
3546-3.0,Int64
3571-3.0,Int64
3591-3.0,Int64
3606-3.0,Int64
3616-3.0,Int64
3627-3.0,Int64
3741-3.0,Int64
3751-3.0,Int64
3761-3.0,Int64
3773-3.0,Int64
3786-3.0,Int64
3799-3.0,Int64
3809-3.0,Int64
3829-3.0,Int64
3839-3.0,Int64
3849-3.0,Int64
3872-3.0,Int64
3882-3.0,Int64
3894-3.0,Int64
3992-3.0,Int64
4012-3.0,Int64
4022-3.0,Int64
4041-3.0,Int64
4056-3.0,Int64
4067-3.0,Int64
4598-3.0,Int64
4609-3.0,Int64
4620-3.0,Int64
4631-3.0,Int64
4642-3.0,Int64
4653-3.0,Int64
4689-3.0,Int64
4700-3.0,Int64
4717-3.0,Int64
4728-3.0,Int64
4792-3.0,Int64
4803-3.0,Int64
4814-3.0,Int64
4825-3.0,Int64
4836-3.0,Int64
5375-3.0,Int64
5386-3.0,Int64
5408-3.0,Int64
5419-3.0,Int64
5430-3.0,Int64
5441-3.0,Int64
5452-3.0,Int64
5463-3.0,Int64
5474-3.0,Int64
5485-3.0,Int64
5496-3.0,Int64
5507-3.0,Int64
5518-3.0,Int64
5529-3.0,Int64
5540-3.0,Int64
5610-3.0,Int64
5663-3.0,Int64
5674-3.0,Int64
5832-3.0,Int64
5843-3.0,Int64
5855-3.0,Int64
5877-3.0,Int64
5890-3.0,Int64
5901-3.0,Int64
5912-3.0,Int64
5923-3.0,Int64
5934-3.0,Int64
5945-3.0,Int64
6119-3.0,Int64
6145-3.0,Int64
6145-3.1,Int64
6145-3.2,Int64
6145-3.3,Int64
6145-3.4,Int64
6145-3.5,Int64
6147-3.0,Int64
6147-3.1,Int64
6147-3.2,Int64
6147-3.3,Int64
6147-3.4,Int64
6147-3.5,Int64
6148-3.0,Int64
6148-3.1,Int64
6148-3.2,Int64
6148-3.3,Int64
6148-3.4,Int64
6149-3.0,Int64
6149-3.1,Int64
6149-3.2,Int64
6149-3.3,Int64
6149-3.4,Int64
6149-3.5,Int64
6151-3.0,Int64
6151-3.1,Int64
6151-3.2,Int64
6151-3.3,Int64
6151-3.4,Int64
6151-3.5,Int64
6151-3.6,Int64
6152-3.0,Int64
6152-3.1,Int64
6152-3.2,Int64
6152-3.3,Int64
6152-3.4,Int64
6153-3.0,Int64
6153-3.1,Int64
6153-3.2,Int64
6153-3.3,Int64
6154-3.0,Int64
6154-3.1,Int64
6154-3.2,Int64
6154-3.3,Int64
6154-3.4,Int64
6154-3.5,Int64
6155-3.0,Int64
6155-3.1,Int64
6155-3.2,Int64
6155-3.3,Int64
6155-3.4,Int64
6155-3.5,Int64
6155-3.6,Int64
6156-3.0,Int64
6156-3.1,Int64
6156-3.2,Int64
6156-3.3,Int64
6159-3.0,Int64
6159-3.1,Int64
6159-3.2,Int64
6159-3.3,Int64
6159-3.4,Int64
6159-3.5,Int64
6159-3.6,Int64
6177-3.0,Int64
6177-3.1,Int64
6177-3.2,Int64
6179-3.0,Int64
6179-3.1,Int64
6179-3.2,Int64
6179-3.3,Int64
6179-3.4,Int64
6179-3.5,Int64
6205-3.0,Int64
6671-2.0,Int64
6671-3.0,Int64
20001-3.0,Int64
20001-3.1,Int64
20001-3.2,Int64
20001-3.3,Int64
20001-3.4,Int64
20001-3.5,Int64
20002-3.0,Int64
20002-3.1,Int64
20002-3.2,Int64
20002-3.3,Int64
20002-3.4,Int64
20002-3.5,Int64
20002-3.6,Int64
20002-3.7,Int64
20002-3.8,Int64
20002-3.9,Int64
20002-3.10,Int64
20002-3.11,Int64
20002-3.12,Int64
20002-3.13,Int64
20002-3.14,Int64
20002-3.15,Int64
20002-3.16,Int64
20002-3.17,Int64
20002-3.18,Int64
20002-3.19,Int64
20002-3.20,Int64
20002-3.21,Int64
20002-3.22,Int64
20002-3.23,Int64
20002-3.24,Int64
20002-3.25,Int64
20002-3.26,Int64
20002-3.27,Int64
20002-3.28,Int64
20002-3.29,Int64
20002-3.30,Int64
20002-3.31,Int64
20002-3.32,Int64
20002-3.33,Int64
20003-3.0,Int64
20003-3.1,Int64
20003-3.2,Int64
20003-3.3,Int64
20003-3.4,Int64
20003-3.5,Int64
20003-3.6,Int64
20003-3.7,Int64
20003-3.8,Int64
20003-3.9,Int64
20003-3.10,Int64
20003-3.11,Int64
20003-3.12,Int64
20003-3.13,Int64
20003-3.14,Int64
20003-3.15,Int64
20003-3.16,Int64
20003-3.17,Int64
20003-3.18,Int64
20003-3.19,Int64
20003-3.20,Int64
20003-3.21,Int64
20003-3.22,Int64
20003-3.23,Int64
20003-3.24,Int64
20003-3.25,Int64
20003-3.26,Int64
20003-3.27,Int64
20003-3.28,Int64
20003-3.29,Int64
20003-3.30,Int64
20003-3.31,Int64
20003-3.32,Int64
20003-3.33,Int64
20003-3.34,Int64
20003-3.35,Int64
20003-3.36,Int64
20003-3.37,Int64
20003-3.38,Int64
20003-3.39,Int64
20003-3.40,Int64
20003-3.41,Int64
20003-3.42,Int64
20003-3.43,Int64
20003-3.44,Int64
20003-3.45,Int64
20003-3.46,Int64
20003-3.47,Int64
20004-3.0,Int64
20004-3.1,Int64
20004-3.2,Int64
20004-3.3,Int64
20004-3.4,Int64
20004-3.5,Int64
20004-3.6,Int64
20004-3.7,Int64
20004-3.8,Int64
20004-3.9,Int64
20004-3.10,Int64
20004-3.11,Int64
20004-3.12,Int64
20004-3.13,Int64
20004-3.14,Int64
20004-3.15,Int64
20004-3.16,Int64
20004-3.17,Int64
20004-3.18,Int64
20004-3.19,Int64
20004-3.20,Int64
20004-3.21,Int64
20004-3.22,Int64
20004-3.23,Int64
20004-3.24,Int64
20004-3.25,Int64
20004-3.26,Int64
20004-3.27,Int64
20004-3.28,Int64
20004-3.29,Int64
20004-3.30,Int64
20004-3.31,Int64
20006-3.0,Float64
20006-3.1,Int64
20006-3.2,Int64
20006-3.3,Int64
20006-3.4,Int64
20006-3.5,Int64
20007-3.0,Float64
20007-3.1,Int64
20007-3.2,Int64
20007-3.3,Int64
20007-3.4,Int64
20007-3.5,Int64
20008-3.0,Float64
20008-3.1,Float64
20008-3.2,Float64
20008-3.3,Float64
20008-3.4,Float64
20008-3.5,Float64
20008-3.6,Float64
20008-3.7,Float64
20008-3.8,Int64
20008-3.9,Int64
20008-3.10,Int64
20008-3.11,Int64
20008-3.12,Int64
20008-3.13,Int64
20008-3.14,Int64
20008-3.15,Int64
20008-3.16,Int64
20008-3.17,Int64
20008-3.18,Int64
20008-3.19,Int64
20008-3.20,Int64
20008-3.21,Int64
20008-3.22,Int64
20008-3.23,Int64
20008-3.24,Int64
20008-3.25,Int64
20008-3.26,Int64
20008-3.27,Int64
20008-3.28,Int64
20008-3.29,Int64
20008-3.30,Int64
20008-3.31,Int64
20008-3.32,Int64
20008-3.33,Int64
20009-3.0,Float64
20009-3.1,Float64
20009-3.2,Float64
20009-3.3,Float64
20009-3.4,Float64
20009-3.5,Float64
20009-3.6,Float64
20009-3.7,Float64
20009-3.8,Int64
20009-3.9,Int64
20009-3.10,Int64
20009-3.11,Int64
20009-3.12,Int64
20009-3.13,Int64
20009-3.14,Int64
20009-3.15,Int64
20009-3.16,Int64
20009-3.17,Int64
20009-3.18,Int64
20009-3.19,Int64
20009-3.20,Int64
20009-3.21,Int64
20009-3.22,Int64
20009-3.23,Int64
20009-3.24,Int64
20009-3.25,Int64
20009-3.26,Int64
20009-3.27,Int64
20009-3.28,Int64
20009-3.29,Int64
20009-3.30,Int64
20009-3.31,Int64
20009-3.32,Int64
20009-3.33,Int64
20010-3.0,Float64
20010-3.1,Float64
20010-3.2,Float64
20010-3.3,Float64
20010-3.4,Float64
20010-3.5,Int64
20010-3.6,Int64
20010-3.7,Int64
20010-3.8,Int64
20010-3.9,Int64
20010-3.10,Int64
20010-3.11,Int64
20010-3.12,Int64
20010-3.13,Int64
20010-3.14,Int64
20010-3.15,Int64
20010-3.16,Int64
20010-3.17,Int64
20010-3.18,Int64
20010-3.19,Int64
20010-3.20,Int64
20010-3.21,Int64
20010-3.22,Int64
20010-3.23,Int64
20010-3.24,Int64
20010-3.25,Int64
20010-3.26,Int64
20010-3.27,Int64
20010-3.28,Int64
20010-3.29,Int64
20010-3.30,Int64
20010-3.31,Int64
20011-3.0,Float64
20011-3.1,Float64
20011-3.2,Float64
20011-3.3,Float64
20011-3.4,Float64
20011-3.5,Int64
20011-3.6,Int64
20011-3.7,Int64
20011-3.8,Int64
20011-3.9,Int64
20011-3.10,Int64
20011-3.11,Int64
20011-3.12,Int64
20011-3.13,Int64
20011-3.14,Int64
20011-3.15,Int64
20011-3.16,Int64
20011-3.17,Int64
20011-3.18,Int64
20011-3.19,Int64
20011-3.20,Int64
20011-3.21,Int64
20011-3.22,Int64
20011-3.23,Int64
20011-3.24,Int64
20011-3.25,Int64
20011-3.26,Int64
20011-3.27,Int64
20011-3.28,Int64
20011-3.29,Int64
20011-3.30,Int64
20011-3.31,Int64
20012-3.0,Int64
20012-3.1,Int64
20012-3.2,Int64
20012-3.3,Int64
20012-3.4,Int64
20012-3.5,Int64
20013-3.0,Int64
20013-3.1,Int64
20013-3.2,Int64
20013-3.3,Int64
20013-3.4,Int64
20013-3.5,Int64
20013-3.6,Int64
20013-3.7,Int64
20013-3.8,Int64
20013-3.9,Int64
20013-3.10,Int64
20013-3.11,Int64
20013-3.12,Int64
20013-3.13,Int64
20013-3.14,Int64
20013-3.15,Int64
20013-3.16,Int64
20013-3.17,Int64
20013-3.18,Int64
20013-3.19,Int64
20013-3.20,Int64
20013-3.21,Int64
20013-3.22,Int64
20013-3.23,Int64
20013-3.24,Int64
20013-3.25,Int64
20013-3.26,Int64
20013-3.27,Int64
20013-3.28,Int64
20013-3.29,Int64
20013-3.30,Int64
20013-3.31,Int64
20013-3.32,Int64
20013-3.33,Int64
20014-3.0,Int64
20014-3.1,Int64
20014-3.2,Int64
20014-3.3,Int64
20014-3.4,Int64
20014-3.5,Int64
20014-3.6,Int64
20014-3.7,Int64
20014-3.8,Int64
20014-3.9,Int64
20014-3.10,Int64
20014-3.11,Int64
20014-3.12,Int64
20014-3.13,Int64
20014-3.14,Int64
20014-3.15,Int64
20014-3.16,Int64
20014-3.17,Int64
20014-3.18,Int64
20014-3.19,Int64
20014-3.20,Int64
20014-3.21,Int64
20014-3.22,Int64
20014-3.23,Int64
20014-3.24,Int64
20014-3.25,Int64
20014-3.26,Int64
20014-3.27,Int64
20014-3.28,Int64
20014-3.29,Int64
20014-3.30,Int64
20014-3.31,Int64
20199-2.0,Int64
20199-2.1,Int64
20199-2.2,Int64
20199-2.3,Int64
20199-3.0,Int64
20199-3.1,Int64
20199-3.2,Int64
20199-3.3,Int64
21023-0.0,string
21024-0.0,Int64
21025-0.0,Int64
21026-0.0,Int64
21027-0.0,Int64
21028-0.0,Int64
21029-0.0,Int64
21030-0.0,Int64
21031-0.0,Int64
21032-0.0,Int64
21033-0.0,Int64
21034-0.0,Int64
21035-0.0,Int64
21036-0.0,Int64
21037-0.0,Int64
21038-0.0,Int64
21039-0.0,Int64
21040-0.0,Int64
21041-0.0,Int64
21042-0.0,Int64
21043-0.0,Int64
21044-0.0,Int64
21045-0.0,Int64
21046-0.0,string
21047-0.0,Int64
21048-0.0,Int64
21049-0.0,Int64
21050-0.0,Int64
21051-0.0,Int64
21052-0.0,Int64
21053-0.0,Int64
21054-0.0,Int64
21055-0.0,Int64
21056-0.0,Int64
21057-0.0,Int64
21058-0.0,Int64
21059-0.0,Int64
21060-0.0,Int64
21061-0.0,Int64
21062-0.0,Int64
21063-0.0,Int64
21064-0.0,Int64
21065-0.0,Int64
21066-0.0,Int64
21067-0.0,Int64
21068-0.0,Int64
21069-0.0,Int64
21070-0.0,Int64
21071-0.0,Int64
21072-0.0,Int64
21073-0.0,Int64
21074-0.0,Int64
21075-0.0,Int64
21076-0.0,Int64
23000-0.0,Int64
23000-1.0,Int64
23001-0.0,Int64
23001-1.0,Int64
23002-0.0,Int64
23002-1.0,Int64
23003-0.0,Int64
23003-1.0,Int64
23004-0.0,Int64
23004-1.0,Int64
23005-0.0,Int64
23005-1.0,Int64
23006-0.0,Int64
23006-1.0,Int64
23007-0.0,Int64
23007-1.0,Int64
23008-0.0,Int64
23008-1.0,Int64
23009-0.0,Int64
23009-1.0,Int64
23010-0.0,Int64
23010-1.0,Int64
23011-0.0,Int64
23011-1.0,Int64
23012-0.0,Int64
23012-1.0,Int64
23013-0.0,Int64
23013-1.0,Int64
23014-0.0,Int64
23014-1.0,Int64
23015-0.0,Int64
23015-1.0,Int64
23016-0.0,Int64
23016-1.0,Int64
23017-0.0,Int64
23017-1.0,Int64
23018-0.0,Int64
23018-1.0,Int64
23019-0.0,Int64
23019-1.0,Int64
23020-0.0,Int64
23020-1.0,Int64
23021-0.0,Int64
23021-1.0,Int64
23022-0.0,Int64
23022-1.0,Int64
23023-0.0,Int64
23023-1.0,Int64
23024-0.0,Int64
23024-1.0,Int64
23025-0.0,Int64
23025-1.0,Int64
23026-0.0,Int64
23026-1.0,Int64
23027-0.0,Int64
23027-1.0,Int64
23028-0.0,Int64
23028-1.0,Int64
23029-0.0,Int64
23029-1.0,Int64
23030-0.0,Int64
23030-1.0,Int64
23031-0.0,Int64
23031-1.0,Int64
23032-0.0,Int64
23032-1.0,Int64
23033-0.0,Int64
23033-1.0,Int64
23034-0.0,Int64
23034-1.0,Int64
23035-0.0,Int64
23035-1.0,Int64
23036-0.0,Int64
23036-1.0,Int64
23037-0.0,Int64
23037-1.0,Int64
23038-0.0,Int64
23038-1.0,Int64
23039-0.0,Int64
23039-1.0,Int64
23040-0.0,Int64
23040-1.0,Int64
23041-0.0,Int64
23041-1.0,Int64
23042-0.0,Int64
23042-1.0,Int64
23043-0.0,Int64
23043-1.0,Int64
23044-0.0,Int64
23044-1.0,Int64
23048-0.0,string
23048-1.0,string
23049-0.0,Int64
23049-1.0,Int64
23050-0.0,Int64
23050-1.0,Int64
23051-0.0,Int64
23051-1.0,Int64
23052-0.0,Int64
23052-1.0,Int64
23053-0.0,Int64
23053-1.0,Int64
23054-0.0,Int64
23054-1.0,Int64
23055-0.0,Int64
23055-1.0,Int64
23056-0.0,Int64
23056-1.0,Int64
23057-0.0,Int64
23057-1.0,Int64
23058-0.0,Int64
23058-1.0,Int64
23059-0.0,Int64
23059-1.0,Int64
23060-0.0,Int64
23060-1.0,Int64
23061-0.0,Int64
23061-1.0,Int64
23062-0.0,Int64
23062-1.0,Int64
23063-0.0,Int64
23063-1.0,Int64
23064-0.0,Int64
23064-1.0,Int64
23065-0.0,Int64
23065-1.0,Int64
23066-0.0,Int64
23066-1.0,Int64
23067-0.0,Int64
23067-1.0,Int64
23068-0.0,Int64
23068-1.0,Int64
23069-0.0,Int64
23069-1.0,Int64
23070-0.0,Int64
23070-1.0,Int64
23071-0.0,Int64
23071-1.0,Int64
23073-0.0,Int64
23073-1.0,Int64
23074-0.0,Int64
23074-1.0,Int64
23075-0.0,Int64
23075-1.0,Int64
30000-0.0,Float64
30000-1.0,Float64
30000-2.0,Float64
30001-0.0,Int64
30002-0.0,string
30002-1.0,string
30002-2.0,string
30003-0.0,string
30003-1.0,string
30003-2.0,string
30004-0.0,Int64
30004-1.0,Int64
30004-2.0,Int64
30010-0.0,Float64
30010-1.0,Float64
30010-2.0,Float64
30011-0.0,Int64
30012-0.0,string
30012-1.0,string
30012-2.0,string
30013-0.0,string
30013-1.0,string
30013-2.0,string
30014-0.0,Int64
30014-1.0,Int64
30014-2.0,Int64
30020-0.0,Float64
30020-1.0,Float64
30020-2.0,Float64
30021-0.0,Int64
30022-0.0,string
30022-1.0,string
30022-2.0,string
30023-0.0,string
30023-1.0,string
30023-2.0,string
30024-0.0,Int64
30024-1.0,Int64
30024-2.0,Int64
30030-0.0,Float64
30030-1.0,Float64
30030-2.0,Float64
30031-0.0,Int64
30032-0.0,string
30032-1.0,string
30032-2.0,string
30033-0.0,string
